Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),BACK_SPACE:Zone Lights Total Heating Rate [W](Hourly),CORE_RETAIL:Zone Lights Total Heating Rate [W](Hourly),POINT_OF_SALE:Zone Lights Total Heating Rate [W](Hourly),FRONT_RETAIL:Zone Lights Total Heating Rate [W](Hourly),FRONT_ENTRY:Zone Lights Total Heating Rate [W](Hourly),BACK_SPACE:Zone Mean Air Temperature [C](Hourly),CORE_RETAIL:Zone Mean Air Temperature [C](Hourly),POINT_OF_SALE:Zone Mean Air Temperature [C](Hourly),FRONT_RETAIL:Zone Mean Air Temperature [C](Hourly),FRONT_ENTRY:Zone Mean Air Temperature [C](Hourly),BACK_SPACE:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),CORE_RETAIL:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),POINT_OF_SALE:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),FRONT_RETAIL:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),FRONT_ENTRY:Zone Infiltration Sensible Heat Gain Energy [J](Hourly),BACK_SPACE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),BACK_SPACE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),CORE_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_RETAIL:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),POINT_OF_SALE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),POINT_OF_SALE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FRONT_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FRONT_RETAIL:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FRONT_ENTRY:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FRONT_ENTRY:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),DISTRICT HEATING UTILITY:District Heating Water Rate [W](Hourly),DISTRICT HEATING UTILITY:District Heating Water Mass Flow Rate [kg/s](Hourly),BACK_SPACE:Zone Thermal Comfort Fanger Model PPD [%](Hourly),CORE_RETAIL:Zone Thermal Comfort Fanger Model PPD [%](Hourly),POINT_OF_SALE:Zone Thermal Comfort Fanger Model PPD [%](Hourly),FRONT_RETAIL:Zone Thermal Comfort Fanger Model PPD [%](Hourly),FRONT_ENTRY:Zone Thermal Comfort Fanger Model PPD [%](Hourly),CORE_RETAIL_ERV_HX:Heat Exchanger Sensible Heating Rate [W](Hourly),CORE_RETAIL BASEBOARD HEATER:Baseboard Total Heating Rate [W](Hourly),HW CIRCULATING PUMP:Pump Electricity Rate [W](Hourly),HW SUPPLY INLET NODE:System Node Temperature [C](Hourly),HW SUPPLY INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),HW SUPPLY OUTLET NODE:System Node Temperature [C](Hourly),HW SUPPLY OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly) 
 10/01  01:00:00,11.166666666666666,10.503217003153976,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.447869273741517,20.584731891256663,19.626359210188326,18.89744658694298,18.51831824017741,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,15.859435101952656,9.053975308860267,14.512302058804778,19.406963768535693,23.073944097491648,0.0,0.0,0.0,22.283964334190458,0.0,22.283964334190458,0.0,42196442.584355175,0.0,6906046.45864086 
 10/01  02:00:00,12.0,11.227599423919779,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.36930537423358,20.545462147980796,19.683707252323103,18.953478669416615,18.572323798529556,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,16.318220536993913,9.271257477001285,14.207039409419506,19.03502780462737,22.60756849768516,0.0,0.0,0.0,22.283964334190458,0.0,22.283964334190458,0.0,42258990.853373155,0.0,6906046.45864086 
 10/01  03:00:00,12.0,11.082845970334198,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.323362536104618,20.507349062957,19.648854336867796,18.920251550407887,18.55877435261553,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,16.695224861468812,9.481637628616307,14.524653727384049,19.399151345789928,22.755659300337403,0.0,0.0,0.0,22.283964334190458,0.0,22.283964334190458,0.0,42196444.117468625,0.0,6906046.45864086 
 10/01  04:00:00,12.0,10.952796408174317,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.275013736042098,20.462758568352985,19.581343220520303,18.85577060045929,18.517805215433018,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,17.123009344798373,9.738935238054609,15.074461317299212,20.037349788777423,23.192660483261022,0.0,0.0,0.0,22.283964334190458,0.0,22.283964334190458,0.0,42258991.98400558,0.0,6906046.45864086 
 10/01  05:00:00,12.0,10.968130180897207,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,20.964345123101985,20.40971114547092,21.453425116227265,20.91700950906301,22.150543193222386,0.0,0.0,0.0,0.0,0.0,22.0,23.89,15.560000000000002,29.439999999999998,22.0,23.89,22.0,23.89,22.0,40.0,15889.440107759881,1.1928512991383373,10.75383543229627,10.031995123943434,8.924760348287377,11.515238675585147,8.292727728504255,0.0,0.0,305.6026230967348,24.017370811623152,1.1928512991383373,27.199999999999992,1.1928512991383373,43296597.77137134,0.0,6906046.45864086 
 10/01  06:00:00,12.0,11.11337219783775,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.616172625156697,20.354644887976306,21.999427649221563,21.58895339284045,22.000199780768142,0.0,0.0,0.0,0.0,0.0,22.0,23.89,15.56,29.44,22.0,23.89,22.0,23.89,22.0,40.0,13012.133086850554,1.083117782855284,8.371035765207523,10.292507447714224,7.212749587777995,8.84821604191716,7.859399731250032,0.0,0.0,277.5103106739646,24.321598605991937,1.083117782855284,27.2,1.083117782855284,43257988.71301604,0.0,6906046.45864086 
 10/01  07:00:00,12.0,11.029292740918024,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.70761580430008,20.316986737664163,21.999942835241484,21.612247994713524,22.00008208087871,0.0,0.0,0.0,0.0,0.0,22.0,23.89,17.8,27.8,22.0,23.89,22.0,23.89,22.0,40.0,12953.425770065742,1.1035148059463304,8.034265898345687,10.483609110590136,7.266649570073203,8.798385902833154,7.758116711516943,0.0,0.0,282.7408012450633,24.389099139672044,1.1035148059463304,27.199999999999992,1.1035148059463304,14426702.440648831,0.0,6906046.45864086 
 10/01  08:00:00,12.0,11.234795916927872,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.560684386799647,20.02456325822555,21.8178546746782,21.414706100879176,21.99961550449098,0.0,0.0,0.0,0.0,0.0,22.0,23.89,20.0,25.599999999999998,22.0,23.89,22.0,23.89,22.0,40.0,18612.801233183076,1.3853863796883212,8.306683070836414,11.540420550035675,7.407167476665485,9.002040811060086,7.408112051483603,12402.8315129659,3873.4879376930635,354.9268145894212,23.99439298136262,1.3853863796883212,27.199999999999992,1.3853863796883212,21825679.445019715,7076571.42857143,6906046.45864086 
 10/01  09:00:00,12.0,11.462213608296565,342.92974212000007,2928.6644408427,275.96163903,275.96163903,13.175016,21.68168003012245,21.208330679337163,21.999975230815377,21.744467572048393,22.000029280841456,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,31963.73119010248,2.5532595690836533,7.833355748698383,8.117496040219473,6.5610284812362165,7.600176948532351,6.779131621878636,13877.521895923834,18378.451115845397,654.1626956800319,24.205708160910472,2.5532595690836533,27.2,2.5532595690836533,38161029.37622002,7076571.42857143,13812092.91728172 
 10/01  10:00:00,12.583333333333334,12.035406345971934,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,21.91480101027054,21.924117048289762,21.99998569761622,21.997801786517996,22.000512548593786,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,22758.003157428717,1.9326861848987729,6.979435656231627,6.151219054244507,5.960529706625977,6.388962509324474,6.202258037267126,14251.294726178488,13463.646965631795,495.12475027924347,23.72400497964546,1.9326861848987729,26.602083333333336,1.9326861848987729,93878480.6394981,7076571.42857143,55248371.66912688 
 10/01  11:00:00,13.0,11.78163711618623,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,21.99336371754559,22.000067863618398,22.000147113283877,21.999939720618055,22.0005015525135,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,16559.362436265696,1.1326806264671432,6.5269792107726445,5.751584075302477,5.501502042830414,5.832525053107038,5.80174196808391,13825.418939039822,9404.004003984535,290.0939594078814,22.623236721072416,1.1326806264671432,26.175000000000008,1.1326806264671432,93445631.52480523,7076571.42857143,55248371.66912688 
 10/01  12:00:00,13.0,11.639304048055175,2057.5784527200008,17571.986645056197,1655.7698341800003,1655.7698341800003,79.050096,21.999936650134728,22.000013868362085,22.565080992763175,21.99997900658451,20.70338165427872,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,15790.173380301805,1.2117282080528982,6.319502703854781,5.537698008399576,5.071423992795299,5.636040708519583,7.9304611385899575,13821.934636109194,3008.2383781849944,310.36741966522504,23.06049967212418,1.2117282080528982,26.175000000000008,1.2117282080528982,130376671.55191012,7076571.42857143,82872557.5036903 
 10/01  13:00:00,13.0,11.878860202825281,2057.5784527200008,17571.986645056197,1655.7698341800003,1655.7698341800003,79.050096,21.999937947889865,22.00001081106552,22.87068356736866,22.00000792380462,20.713689576978183,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,13995.110905398877,1.1139785222438932,6.169117308323943,5.38964188721877,5.013575981726919,5.546363798298313,7.960454169533993,13827.881666830706,1914.496661157262,285.33787336892414,23.169548415972745,1.1139785222438932,26.175000000000008,1.1139785222438932,130286549.69041558,7076571.42857143,82872557.5036903 
 10/01  14:00:00,13.583333333333334,12.097659622262542,2057.5784527200008,17571.986645056197,1655.7698341800003,1655.7698341800003,79.050096,22.000016032642673,22.002070364673283,23.20049276179012,21.99997858566452,20.661617913175483,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,10634.462673893215,1.009273794872944,6.045186846261096,5.287462659403372,5.289080558715367,5.322543519610797,7.677004457455962,12931.393631313525,557.8729800714901,258.51213650047015,23.063876540243218,1.009273794872944,25.577083333333334,1.009273794872944,129874720.18455285,7076571.42857143,82872557.5036903 
 10/01  15:00:00,13.416666666666666,12.372216380307163,2057.5784527200008,17571.986645056197,1655.7698341800003,1655.7698341800003,79.050096,22.000047945265052,22.03775988883362,23.72565334114135,22.078102238569695,20.67536776595506,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,10082.13086776981,0.92004750728354,5.941542443237341,5.187823356260822,6.175745212964292,5.114630433422097,6.993039218696194,13245.856049293368,0.0,235.66103870090865,23.12368619138995,0.92004750728354,25.74791666666667,0.92004750728354,130019870.95729297,7076571.42857143,82872557.5036903 
 10/01  16:00:00,13.583333333333334,12.681124149641677,2057.5784527200008,17571.986645056197,1655.7698341800003,1655.7698341800003,79.050096,21.999971288838523,22.087950850442425,24.018520185647713,22.267381724457042,20.713353981813075,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,9011.198504739352,0.9103584214182793,5.867705737537352,5.115423261998735,6.947845563439496,5.014508099366242,6.629760841713214,13054.64092717703,0.0,233.1840540472227,23.207434783124924,0.9103584214182793,25.577083333333334,0.9103584214182793,130187313.64151405,7076571.42857143,82872557.5036903 
 10/01  17:00:00,13.416666666666666,12.280690156027136,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,21.999986984270475,22.010105433948215,23.375289625951122,22.03032247029404,20.65792285054386,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,14903.323299502088,1.23510011557038,5.923174582014212,5.206035678301009,5.794320756796594,5.204520860445885,7.323871765413027,13244.87301096248,3679.530222636377,316.34068184407215,22.885696416053346,1.23510011557038,25.74791666666667,1.23510011557038,93936088.36490297,7076571.42857143,55248371.66912688 
 10/01  18:00:00,13.0,11.878860202825281,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,21.99998107931543,21.99991839457927,22.192938273610537,21.999945204522277,21.998209302875935,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,16561.993860397968,1.0175356433121174,6.118729229521075,5.382104610577488,5.1964341194237775,5.682244414402078,6.0088778696431175,13827.727026102633,9244.729820860028,260.5790156032667,22.28227598518265,1.0175356433121174,26.175000000000008,1.0175356433121174,75478756.66295454,7076571.42857143,27624185.83456344 
 10/01  19:00:00,12.416666666666666,11.639618974698896,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.02303628578606,21.59822568796355,21.36763999679373,20.84782703477597,17.48649404194472,0.0,0.0,0.0,0.0,0.0,15.560000000000002,23.89,15.560000000000002,29.439999999999998,15.560000000000002,23.89,15.560000000000002,23.89,15.560000000000002,40.0,0.0,0.0,8.347601113004488,6.030981473714038,6.535649860660807,8.444981633021008,23.591670611959348,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,42258962.15233281,0.0,6906046.45864086 
 10/01  20:00:00,12.0,11.462213608296565,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,20.22108979204037,21.12766708041877,20.72194424932162,19.964757439629867,18.97450782701247,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,11.076097293367996,6.966150439755656,8.430925619888209,11.78863450367622,18.301649960924603,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,42196433.750132345,0.0,6906046.45864086 
 10/01  21:00:00,12.0,11.462213608296565,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.956310305478258,20.944337862853242,20.411920507571907,19.6557876403627,19.147109883344502,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,12.4456237510918,7.515459426042942,9.795674666002617,13.643397552178355,17.625749936564244,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,42258979.53085781,0.0,6906046.45864086 
 10/01  22:00:00,11.416666666666666,10.889016451832163,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.80446131201195,20.83216502144172,20.185346684616192,19.434911319221666,19.002457491757244,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,13.397020821855959,7.935872946840969,11.017889210923094,15.171484767384838,18.809240989076205,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,42196437.30059973,0.0,6906046.45864086 
 10/01  23:00:00,11.0,10.47958872407591,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.6712221370401,20.722417428447077,19.966800880063428,19.222832714898477,18.826776454584977,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,14.316201302214994,8.3892700612133,12.322706502115471,16.788023707555052,20.33961850297162,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,42258985.03945524,0.0,6906046.45864086 
 10/01  24:00:00,10.416666666666666,9.856528447323294,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.58957091243356,20.64115053485474,19.83768577898154,19.05212317881165,18.658701099424434,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,15.016546068037899,8.78674686963199,13.346129978541393,18.284974487410363,21.91968611496198,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,44384894.39696215,0.0,6906046.45864086 
 10/02  01:00:00,10.0,9.412268079690643,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.463277595482054,20.538535480905463,19.635061493668484,18.834979988135178,18.450051924687706,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,15.95602056883522,9.285660094677503,14.750344386628578,20.12878874166184,23.8565180138028,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,44322350.13377092,0.0,6906046.45864086 
 10/02  02:00:00,9.416666666666666,8.8407437495069,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.318308989823674,20.431391290008758,19.452036691179703,18.648283879545534,18.27140996579684,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,17.04204269906041,9.845840311247331,16.07946899300504,21.805515479951207,25.617286766312436,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,44384898.30099381,0.0,6906046.45864086 
 10/02  03:00:00,9.583333333333334,8.708409448651382,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,19.143797759279412,20.268306677666786,19.320290502754037,18.50570062993837,18.144529379697506,0.0,0.0,0.0,0.0,0.0,15.56,23.89,15.56,29.44,15.56,23.89,15.56,23.89,15.56,40.0,0.0,0.0,18.42809982380828,10.764372865877874,17.25745425914235,23.331489034337128,27.068982179018207,0.0,0.0,0.0,22.308198726372584,0.0,22.308198726372584,0.0,44322352.467610896,0.0,6906046.45864086 
 10/02  04:00:00,9.416666666666666,8.33834646650263,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.193572005136755,20.140933103636034,21.538446664515387,21.08193677636489,22.150557758719184,0.0,0.0,0.0,0.0,0.0,22.0,23.89,18.33,29.44,22.0,23.89,22.0,23.89,22.0,40.0,21993.978134784466,1.1045286678848287,10.6893774183655,11.498271549206587,9.37938273515005,12.046594792160645,9.060532264875912,0.0,0.0,283.0501845055532,25.10558547764705,1.1045286678848287,29.847916666666663,1.1045286678848287,45403857.671966955,0.0,6906046.45864086 
 10/02  05:00:00,7.833333333333333,7.089534660257797,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.999778556755047,20.689326668602448,21.999993992318192,21.999937443500997,22.000190247961076,0.0,0.0,0.0,0.0,0.0,22.000000000000004,23.89000000000001,20.165000000000003,27.80000000000001,22.000000000000004,23.89000000000001,22.000000000000004,23.89000000000001,22.000000000000004,40.00000000000001,32536.02057625544,1.1520162043934163,7.821143255204935,10.17146455771744,7.777596348462819,8.415683166421777,8.602044423068385,0.0,15680.533462482941,295.21438097102987,24.39590091970854,1.1520162043934163,31.470833333333342,1.1520162043934163,45385091.69168866,0.0,6906046.45864086 
 10/02  06:00:00,6.416666666666667,5.900959952159405,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,21.99977309036001,21.959823555610743,21.99999550626106,22.000254677819868,21.999907375931258,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,25.599999999999998,22.0,23.89,22.0,23.89,22.0,40.0,53555.63729610353,1.8985967443082068,7.8333421946109185,6.941867985876033,7.9990741287790685,8.549937231621342,8.622912379355386,23765.64016513289,32361.823255189916,486.684192896771,26.10913221011353,1.8985967443082068,32.922916666666666,1.8985967443082068,53213486.15146357,7076571.42857143,6906046.45864086 
 10/02  07:00:00,6.0,5.492566393078679,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,22.000039008380366,21.999974460645138,21.999866371159072,21.999970318370853,22.000158265564096,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,46321.22706700791,1.0559876871494012,7.942830532708321,7.005834852428613,8.116245253473416,8.685092798087185,8.71459669748792,24456.53535822031,28543.23393137597,270.46350881569714,22.84799848304345,1.0559876871494012,33.349999999999994,1.0559876871494012,55026214.77875318,7076571.42857143,27624185.83456344 
 10/02  08:00:00,6.583333333333333,6.064312583869904,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,22.000145142123973,22.000182979466327,22.000004138553294,22.000180195856156,22.000992645356025,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,36962.77017439873,0.8460889869815228,7.850059928827503,6.894935855691848,7.286170409835857,7.857683149867708,8.14920235611899,23574.96329920733,22038.03798240598,216.675304038274,22.31183004189596,0.8460889869815228,32.75208333333333,0.8460889869815228,92052797.52741197,7076571.42857143,55248371.66912688 
 10/02  09:00:00,8.166666666666666,7.3336952756947875,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,21.999979556111455,21.99996498056595,22.34898796278441,21.99992855513405,21.999536991719125,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,15664.12906817613,0.4112919040261909,7.463999608002072,6.2954731449888754,5.686489186990047,6.471670855478796,6.568817809154434,21169.24634320138,7834.596636497957,105.32214428961743,22.08370689275252,0.4112919040261909,31.129166666666666,0.4112919040261909,174884730.57194754,7076571.42857143,124308836.25553547 
 10/02  10:00:00,9.583333333333334,8.498620449313103,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,22.000097316759263,21.999989745605813,23.353161504432716,22.04335717771654,21.999998845171874,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,8844.04550878083,0.27653041071299905,7.149269859244984,5.854332875693816,5.273824981416818,5.532418980083928,5.532420042740962,19016.220135697873,3299.5039923457266,70.8124697709926,22.061188594564538,0.27653041071299905,29.677083333333332,0.27653041071299905,175912114.5496531,7076571.42857143,124308836.25553547 
 10/02  11:00:00,10.0,8.89928977282645,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,21.999878543456887,22.146434135380915,24.414014787880458,22.712749561244532,21.999816171237764,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,4424.221931062843,0.14714478090053398,6.867038728335335,5.393378589378069,7.443794121175046,5.057199898529163,5.133501147648613,18542.304091932707,0.0,37.68003288736973,22.057172788757196,0.14714478090053398,29.25,0.14714478090053398,177893947.06459802,7076571.42857143,124308836.25553547 
 10/02  12:00:00,10.0,8.89928977282645,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,21.99997255479036,22.369280395539636,24.83110873676706,23.047870471226435,21.299767948626098,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,15845.44063863678,0.8861608933486483,6.656761821240157,5.101109455528364,9.107105807479925,5.2376149881104626,5.646528389392475,18911.565328744466,0.0,227.08358806902706,24.972243457912274,0.8861608933486483,29.25,0.8861608933486483,179272135.62298557,7076571.42857143,124308836.25553547 
 10/02  13:00:00,10.0,8.89928977282645,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,21.99997829555622,22.51757054806491,24.71698036988879,22.890654646088294,21.27171621910881,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,14841.691803946092,0.8754234139009879,6.524649587196694,5.013279613479405,8.715711970033238,5.112068346189024,6.077765713291171,19148.330688041347,0.0,224.34462579949744,25.19317372165902,0.8754234139009879,29.25,0.8754234139009879,179151783.8264782,7076571.42857143,124308836.25553547 
 10/02  14:00:00,11.166666666666666,9.43178832690681,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,22.00001969972848,22.689485347781574,24.556428006483745,22.660741729398158,21.119656343164298,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,12148.115842428662,0.871360396128102,6.438577698710634,5.009961597848426,8.06853891700708,5.007623999726356,6.749708755435677,17588.057384913744,0.0,223.2763347914572,24.717960051077423,0.871360396128102,28.054166666666664,0.871360396128102,177673752.94185168,7076571.42857143,124308836.25553547 
 10/02  15:00:00,11.416666666666666,9.571939029929412,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,21.999979999142187,23.00438114050682,24.535093778664514,22.590996577147305,20.979528881131632,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,12608.04957007757,0.8689063796954759,6.372214369830765,5.126796567538982,7.946298656074712,5.00250100674413,7.372947713325407,17691.715772841664,0.0,222.62628100835465,24.325713338738893,0.8689063796954759,27.797916666666666,0.8689063796954759,176995527.9140153,7076571.42857143,124308836.25553547 
 10/02  16:00:00,11.0,9.410860242345978,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,22.000059900118504,22.947331226613006,24.282182550045217,22.290643378564187,21.05076707834264,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,13138.267710502465,0.8707005898231035,6.338976578999545,5.136860301790456,7.317076742675731,5.08121664011136,7.5173812263733,18344.975979663348,0.0,223.1014949808377,24.6143856864399,0.8707005898231035,28.224999999999998,0.8707005898231035,177114319.84484023,7076571.42857143,124308836.25553547 
 10/02  17:00:00,11.0,9.410860242345978,3086.3676790800005,26357.9799675843,2483.6547512700004,2483.6547512700004,118.57514400000001,21.9999942194295,22.684739807006654,23.923267159186953,22.01535447764965,21.026887958080337,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,13547.033162921209,0.8863882180449001,6.343085117890236,5.040405953459756,6.46077345209149,5.315618502713664,7.83777615602136,17982.130419040466,0.0,227.1186317297165,24.568075816753122,0.8863882180449001,28.224999999999998,0.8863882180449001,177296547.69727403,7076571.42857143,124308836.25553547 
 10/02  18:00:00,10.416666666666666,9.115535108392626,1714.6487106000002,14643.3222042135,1379.80819515,1379.80819515,65.87508000000001,22.000037535857413,22.343225514434575,23.55804384901639,22.000074994414376,21.998119847419428,0.0,0.0,0.0,0.0,0.0,22.0,23.89,22.0,23.89,22.0,23.89,22.0,23.89,22.0,40.0,4510.388763104827,0.1792582422829441,6.454927661689664,5.0361338685234,5.654714638264356,5.546284574977179,6.298363454488242,18362.62904859558,0.0,45.9117601149982,22.815707021845324,0.1792582422829441,28.822916666666668,0.1792582422829441,139858470.6322006,7076571.42857143,69060464.58640862 
